bug.id,revision.id.buggy,revision.id.fixed,report.id,report.url
158,071dbe7c211380bd4bed252c9b7a767279d112bc,11580a9ab6fd81cf832f52e2713fc0273dd70a13,TEMP-8,https://issues.apache.org/jira/browse
159,fe336de8ab46a26dffc47396f3ebaa5bec349ef3,27c4c88da63eeedf546d6a4df5f8cddd43069537,TEMP-462,https://issues.apache.org/jira/browse
160,d7d274c6f5bd058dbfd903efb1746092892c7eff,baba8cc875f5b197c08123b2d9add4cec3772300,TEMP-453,https://issues.apache.org/jira/browse
161,e337e7b64e03763bdc2c22ee44b0f3840afabdd6,c4a7e644a5fc43210fa0a563e9087347e3eef67d,TEMP-436,https://issues.apache.org/jira/browse
162,2d11919cb66ef7ba3a6179b36dfb1703f8a89c71,279f0c652ae48942b37dc87529ee2a40a68a4cc9,TEMP-424,https://issues.apache.org/jira/browse
163,bf545e4dd3a0414879b5707c8750613c24db8730,4da8e8ad1d29f542306e3766511fe0c6e1e3eacb,TEMP-424,https://issues.apache.org/jira/browse
164,fd63ffd6af5fe72cbcb1f05888c7b3aa672013cc,bf545e4dd3a0414879b5707c8750613c24db8730,TEMP-424,https://issues.apache.org/jira/browse
165,7663775d978c535e35287ebb333dba0f169100d4,9e151155a15598494079b08e0385aebbd050b999,TEMP-395,https://issues.apache.org/jira/browse
166,7ae7af989df7c0754f92b54c5f6470bf2d234c9c,70e051946c4f3700cce3a0e1906a5371e24f7d84,TEMP-389,https://issues.apache.org/jira/browse
167,48e331a1e81946a5b26542b3821109a148b9e1d6,7ae7af989df7c0754f92b54c5f6470bf2d234c9c,TEMP-390,https://issues.apache.org/jira/browse
168,30c441215596f5683aa60d60faab027040cea9b3,7f15b0e5cdb5c92eab77b33da0eaae6e546910f7,TEMP-383,https://issues.apache.org/jira/browse
169,9a3040cefb70a20e34b05a675d8a485fc2534dfe,6d8ef99f2ed43b9f71005561af57e50c3b24f7d0,TEMP-354,https://issues.apache.org/jira/browse
170,0d3290e74ffdd8be397d14fececadca5516202dd,9a3040cefb70a20e34b05a675d8a485fc2534dfe,TEMP-8,https://issues.apache.org/jira/browse
171,9afc2969a3b491476525e100a8a542027576952e,7705470ba1ca2bf95f6442f06f68f007f33a4aeb,TEMP-279,https://issues.apache.org/jira/browse
172,4271d0f15e0b675a83f20343eaa38fe642b09e65,cbc5a146154ada255d491d6509497d0d57bad336,TEMP-356,https://issues.apache.org/jira/browse
173,b2dbfb9bbec197bf57cca03f47253d9551769bf8,a1f4d43253ac11abe8cf3ed53876dabc885d7b30,TEMP-379,https://issues.apache.org/jira/browse
