project,technique,precision,recall,wasted,bug id,original score percentage,f-score,expense,t-score,cost,exam-score,bug index,changed files,changed functions,ranked name MRR,ranked name avg similarity
Codec,540_sigmuid,0.0621240722203278,0.0621240722203278,3.0,254,0.2,0.0621240722203278,60.0,60.0,0.6,60.0,32,1,1,ranked 20,ranked 27
Codec,560_sigmuid,0.0,0.0,5,254,0.2,0,100,100,1.0,100,32,1,1,ranked 7,ranked 28
Codec,580_sigmuid,0.06629130949594136,0.06629130949594136,3.0,254,0.2,0.06629130949594136,60.0,60.0,0.6,60.0,32,1,1,ranked 24,ranked 16
Codec,600_sigmuid,0.06180121357240398,0.06180121357240398,3.0,254,0.2,0.06180121357240398,60.0,60.0,0.6,60.0,32,1,1,ranked 23,ranked 29
Codec,20_sigmuid,0.15510779518826875,0.15510779518826875,0.0,199,0.2,0.15510779518826875,0.0,0.0,0.0,0.0,61,1,1,ranked 1,ranked 1
Codec,40_sigmuid,0.17829311871696146,0.17829311871696146,3.0,199,0.2,0.17829311871696146,60.0,60.0,0.6,60.0,61,1,1,ranked 2,ranked 2
Codec,60_sigmuid,0.0,0.0,5,199,0.2,0,100,100,1.0,100,61,1,1,ranked 15,ranked 4
Codec,80_sigmuid,0.17767485802174912,0.17767485802174912,2.0,199,0.2,0.17767485802174912,40.0,40.0,0.4,40.0,61,1,1,ranked 16,ranked 5
Codec,100_sigmuid,0.0,0.0,5,199,0.2,0,100,100,1.0,100,61,1,1,ranked 14,ranked 3
Codec,120_sigmuid,0.1645241862164499,0.1645241862164499,3.0,199,0.2,0.1645241862164499,60.0,60.0,0.6,60.0,61,1,1,ranked 5,ranked 8
Codec,140_sigmuid,0.141042952248031,0.141042952248031,1.0,199,0.2,0.141042952248031,20.0,20.0,0.2,20.0,61,1,1,ranked 9,ranked 7
Codec,160_sigmuid,0.0,0.0,5,199,0.2,0,100,100,1.0,100,61,1,1,ranked 12,ranked 22
Codec,180_sigmuid,0.0,0.0,5,199,0.2,0,100,100,1.0,100,61,1,1,ranked 3,ranked 19
Codec,200_sigmuid,0.0,0.0,5,199,0.2,0,100,100,1.0,100,61,1,1,ranked 11,ranked 14
